currency,volExpiry,timestamp,data,indexPrice,underlyingPrice,volATM,vol10C,vol10P,vol25C,vol25P
BTC,21-Oct-22,1.66574E+12,2022/10/14 9:00,19616.14,19601.65,0.4845,0.5089,0.5895,0.4861,0.5119
BTC,21-Oct-22,1.66582E+12,2022/10/15 9:00,19069.08,19062.24,0.4379,0.4734,0.5171,0.4412,0.457
BTC,21-Oct-22,1.66591E+12,2022/10/16 9:00,19166.86,19155.7,0.4693,0.5152,0.5878,0.4722,0.5011
BTC,21-Oct-22,1.666E+12,2022/10/17 9:00,19260.84,19251.91,0.5056,0.5769,0.6249,0.5128,0.5427
BTC,21-Oct-22,1.66608E+12,2022/10/18 9:00,19531.24,19519.34,0.4541,0.5403,0.5556,0.4683,0.4738
BTC,21-Oct-22,1.66617E+12,2022/10/19 9:00,19194.27,19188.53,0.4027,0.4555,0.531,0.4109,0.4358
BTC,21-Oct-22,1.66626E+12,2022/10/20 9:00,19115.93,19106.56,0.4284,0.4341,0.545,0.4329,0.472
BTC,28-Oct-22,1.66634E+12,2022/10/21 9:00,18978,18966.91,0.3967,0.4304,0.5386,0.397,0.4393
BTC,28-Oct-22,1.66643E+12,2022/10/22 9:00,19158.67,19147.51,0.3911,0.4646,0.5046,0.4026,0.4241
BTC,28-Oct-22,1.66652E+12,2022/10/23 9:00,19182.09,19181.91,0.3812,0.4278,0.4952,0.3858,0.4113
BTC,28-Oct-22,1.6666E+12,2022/10/24 9:00,19342.41,19337.25,0.4125,0.4615,0.5105,0.4142,0.4412
BTC,28-Oct-22,1.66669E+12,2022/10/25 9:00,19297.49,19292.11,0.3833,0.4589,0.4678,0.3966,0.4071
BTC,28-Oct-22,1.66677E+12,2022/10/26 9:00,20683.95,20688.61,0.4921,0.685,0.5747,0.5471,0.5159
BTC,28-Oct-22,1.66686E+12,2022/10/27 9:00,20715.98,20717.6,0.5133,0.6002,0.6027,0.5344,0.537
BTC,4-Nov-22,1.66695E+12,2022/10/28 9:00,20187.12,20180.31,0.4608,0.516,0.5722,0.469,0.4892
BTC,4-Nov-22,1.66703E+12,2022/10/29 9:00,20929.49,20925.16,0.4679,0.5667,0.5178,0.4898,0.4819
BTC,4-Nov-22,1.66712E+12,2022/10/30 9:00,20789.13,20785.64,0.529,0.5966,0.5872,0.5446,0.5398
BTC,4-Nov-22,1.66721E+12,2022/10/31 9:00,20489.09,20487.61,0.5577,0.6248,0.6194,0.5704,0.5708
BTC,4-Nov-22,1.66729E+12,2022/11/1 9:00,20582.3,20580.07,0.5435,0.6358,0.6426,0.563,0.5575
BTC,4-Nov-22,1.66738E+12,2022/11/2 9:00,20500.6,20502.08,0.6627,0.7644,0.8055,0.6884,0.7133
BTC,4-Nov-22,1.66747E+12,2022/11/3 9:00,20292.91,20294.75,0.3015,0.3378,0.3998,0.305,0.3272
BTC,11-Nov-22,1.66755E+12,2022/11/4 9:00,20589.14,20593.42,0.4357,0.4574,0.5093,0.4379,0.4613
BTC,11-Nov-22,1.66764E+12,2022/11/5 9:00,21294.74,21306.08,0.4434,0.5086,0.5271,0.4592,0.4623
BTC,11-Nov-22,1.66773E+12,2022/11/6 9:00,21256.1,21253.85,0.4346,0.4735,0.5256,0.4379,0.4554
BTC,11-Nov-22,1.66781E+12,2022/11/7 9:00,20720.35,20724.73,0.557,0.6124,0.6777,0.5565,0.5931
BTC,11-Nov-22,1.6679E+12,2022/11/8 9:00,19735.89,19736.16,0.5818,0.583,0.7602,0.5604,0.6279
BTC,11-Nov-22,1.66798E+12,2022/11/9 9:00,18133.84,18135.11,1.098,0.9608,1.6756,0.9827,1.317
BTC,11-Nov-22,1.66807E+12,2022/11/10 9:00,16783.85,16754.62,1.2448,1.2174,1.9465,1.1761,1.4447
BTC,18-Nov-22,1.66816E+12,2022/11/11 9:00,17359.06,17259.46,0.776,0.6625,1.2382,0.69,0.9664
BTC,18-Nov-22,1.66824E+12,2022/11/12 9:00,16794.06,16639.17,0.8625,0.7384,1.521,0.7605,1.121
BTC,18-Nov-22,1.66833E+12,2022/11/13 9:00,16618.72,16512.53,0.7958,0.7106,1.3905,0.6941,1.0208
BTC,18-Nov-22,1.66842E+12,2022/11/14 9:00,16749.82,16648.95,0.8016,0.7811,1.233,0.738,0.9632
BTC,18-Nov-22,1.6685E+12,2022/11/15 9:00,16906.91,16851.06,0.6966,0.7227,0.96,0.6757,0.7884
BTC,18-Nov-22,1.66859E+12,2022/11/16 9:00,16771.09,16740.32,0.6889,0.6523,1.0191,0.6378,0.8087
BTC,18-Nov-22,1.66868E+12,2022/11/17 9:00,16557.73,16536.41,0.6298,0.6336,0.8732,0.5888,0.7135
BTC,25-Nov-22,1.66876E+12,2022/11/18 9:00,16723.76,16694.85,0.6165,0.6,0.9319,0.5754,0.7281
BTC,25-Nov-22,1.66885E+12,2022/11/19 9:00,16623.48,16595.91,0.5955,0.5351,0.9029,0.539,0.7157
BTC,25-Nov-22,1.66893E+12,2022/11/20 9:00,16596.16,16541.42,0.5867,0.5662,0.918,0.5407,0.7108
BTC,25-Nov-22,1.66902E+12,2022/11/21 9:00,16012.78,15963.61,0.7769,0.6703,1.2791,0.6869,0.9669
BTC,25-Nov-22,1.66911E+12,2022/11/22 9:00,15709.49,15658.05,0.7585,0.6853,1.2304,0.6789,0.9461
BTC,25-Nov-22,1.66919E+12,2022/11/23 9:00,16522.26,16503.62,0.6178,0.5809,0.91,0.5725,0.7173
BTC,25-Nov-22,1.66928E+12,2022/11/24 9:00,16577.14,16565.83,0.577,0.5431,0.7594,0.5506,0.6452
BTC,2-Dec-22,1.66937E+12,2022/11/25 9:00,16440.15,16404.37,0.5275,0.5251,0.7328,0.51,0.5966
BTC,2-Dec-22,1.66945E+12,2022/11/26 9:00,16567.26,16532.11,0.4842,0.5024,0.5991,0.4787,0.5296
BTC,2-Dec-22,1.66954E+12,2022/11/27 9:00,16526.38,16502.8,0.4844,0.5335,0.5977,0.4907,0.5237
BTC,2-Dec-22,1.66963E+12,2022/11/28 9:00,16226.81,16207.08,0.5079,0.5169,0.6947,0.4948,0.5682
BTC,2-Dec-22,1.66971E+12,2022/11/29 9:00,16491.65,16486.26,0.5472,0.595,0.6972,0.5503,0.5857
BTC,2-Dec-22,1.6698E+12,2022/11/30 9:00,16887.03,16879.94,0.5317,0.6174,0.6627,0.5486,0.5651
BTC,2-Dec-22,1.66989E+12,2022/12/1 9:00,17111.25,17113.6,0.4371,0.5676,0.54,0.4683,0.46
BTC,9-Dec-22,1.66997E+12,2022/12/2 9:00,16966.78,16952.52,0.4345,0.4581,0.5557,0.4271,0.4762
BTC,9-Dec-22,1.67006E+12,2022/12/3 9:00,16946.65,16938.14,0.4213,0.4859,0.5178,0.4301,0.4489
BTC,9-Dec-22,1.67014E+12,2022/12/4 9:00,17019.78,17007.92,0.4405,0.492,0.557,0.4431,0.4718
BTC,9-Dec-22,1.67023E+12,2022/12/5 9:00,17363.23,17369.16,0.4553,0.532,0.5618,0.4645,0.4806
BTC,9-Dec-22,1.67032E+12,2022/12/6 9:00,17035.97,17038.58,0.3993,0.4515,0.5006,0.4003,0.4294
BTC,9-Dec-22,1.6704E+12,2022/12/7 9:00,16794.34,16786.97,0.4785,0.4928,0.6348,0.4656,0.5325
BTC,9-Dec-22,1.67049E+12,2022/12/8 9:00,16835.26,16820.27,0.3681,0.4838,0.474,0.3958,0.3929
BTC,16-Dec-22,1.67058E+12,2022/12/9 9:00,17204.85,17175.38,0.4435,0.4499,0.5929,0.4305,0.4923
BTC,16-Dec-22,1.67066E+12,2022/12/10 9:00,17144.67,17120.35,0.444,0.4605,0.5927,0.4381,0.4838
BTC,16-Dec-22,1.67075E+12,2022/12/11 9:00,17177.33,17154.72,0.4924,0.5112,0.6211,0.488,0.5271
BTC,16-Dec-22,1.67084E+12,2022/12/12 9:00,16935.34,16928.19,0.5676,0.6089,0.7323,0.5681,0.6181
BTC,16-Dec-22,1.67092E+12,2022/12/13 9:00,17166.09,17134.98,0.6667,0.6913,0.8648,0.6616,0.7203
BTC,16-Dec-22,1.67101E+12,2022/12/14 9:00,17835.63,17831.23,0.5672,0.6138,0.7606,0.5698,0.626
BTC,16-Dec-22,1.67109E+12,2022/12/15 9:00,17630.22,17622.16,0.3211,0.3674,0.3743,0.3397,0.3435
BTC,23-Dec-22,1.67118E+12,2022/12/16 9:00,17224.99,17218.99,0.3658,0.3693,0.5009,0.3553,0.4081
BTC,23-Dec-22,1.67127E+12,2022/12/17 9:00,16727,16718.67,0.463,0.4432,0.7771,0.4303,0.5561
BTC,23-Dec-22,1.67135E+12,2022/12/18 9:00,16757.07,16731.98,0.4968,0.4735,0.7962,0.4656,0.5907
BTC,23-Dec-22,1.67144E+12,2022/12/19 9:00,16758.03,16750.88,0.4644,0.5061,0.7067,0.4529,0.5432
BTC,23-Dec-22,1.67153E+12,2022/12/20 9:00,16825.51,16819.11,0.3892,0.431,0.6073,0.3867,0.4528
BTC,23-Dec-22,1.67161E+12,2022/12/21 9:00,16867.14,16866.23,0.3429,0.3728,0.4876,0.3496,0.3689
BTC,23-Dec-22,1.6717E+12,2022/12/22 9:00,16838.67,16838.4,0.2796,0.2673,0.4149,0.2676,0.3188
BTC,30-Dec-22,1.67179E+12,2022/12/23 9:00,16835.27,16811.34,0.3184,0.3721,0.4972,0.324,0.3627
BTC,30-Dec-22,1.67187E+12,2022/12/24 9:00,16830.89,16810.85,0.2896,0.3465,0.3987,0.3005,0.3079
BTC,30-Dec-22,1.67196E+12,2022/12/25 9:00,16831.38,16810.85,0.3299,0.3845,0.4783,0.3356,0.3637
BTC,30-Dec-22,1.67205E+12,2022/12/26 9:00,16839.48,16821.48,0.3316,0.4192,0.5217,0.3448,0.3745
BTC,30-Dec-22,1.67213E+12,2022/12/27 9:00,16850.94,16839.23,0.3267,0.4291,0.4315,0.3487,0.3367
BTC,30-Dec-22,1.67222E+12,2022/12/28 9:00,16637.3,16636.76,0.3493,0.389,0.5029,0.3389,0.3981
BTC,30-Dec-22,1.6723E+12,2022/12/29 9:00,16521.74,16518.45,0.3279,0.3855,0.4857,0.3639,0.42
BTC,6-Jan-23,1.67239E+12,2022/12/30 9:00,16492.8,16483.6,0.2557,0.2976,0.3498,0.2616,0.283
BTC,6-Jan-23,1.67248E+12,2022/12/31 9:00,16545.93,16545.61,0.2715,0.3375,0.379,0.2814,0.3057
BTC,6-Jan-23,1.67256E+12,2023/1/1 9:00,16503.64,16501.76,0.261,0.3438,0.3998,0.2806,0.3031
BTC,6-Jan-23,1.67265E+12,2023/1/2 9:00,16730.55,16730.89,0.2952,0.3291,0.3868,0.3009,0.32
BTC,6-Jan-23,1.67274E+12,2023/1/3 9:00,16712.74,16714.91,0.3123,0.3666,0.3685,0.3219,0.3291
BTC,6-Jan-23,1.67282E+12,2023/1/4 9:00,16860.11,16869.62,0.3181,0.3757,0.3337,0.3406,0.3303
BTC,6-Jan-23,1.67291E+12,2023/1/5 9:00,16802.61,16803.93,0.261,0.2663,0.3172,0.2654,0.2915
BTC,13-Jan-23,1.673E+12,2023/1/6 9:00,16794.2,16794.48,0.2799,0.3123,0.377,0.2841,0.3079
BTC,13-Jan-23,1.67308E+12,2023/1/7 9:00,16930.51,16931.96,0.2761,0.3246,0.3155,0.2913,0.2797
BTC,13-Jan-23,1.67317E+12,2023/1/8 9:00,16946.46,16952.03,0.2909,0.321,0.3466,0.2993,0.3025
BTC,13-Jan-23,1.67325E+12,2023/1/9 9:00,17194.87,17196.89,0.3436,0.4376,0.4191,0.3614,0.3638
BTC,13-Jan-23,1.67334E+12,2023/1/10 9:00,17256,17257.97,0.3688,0.4567,0.4599,0.3816,0.3911
BTC,13-Jan-23,1.67343E+12,2023/1/11 9:00,17450.48,17452.98,0.471,0.487,0.5204,0.4839,0.4819
BTC,13-Jan-23,1.67351E+12,2023/1/12 9:00,18148.35,18145.83,0.5557,0.6391,0.6619,0.5737,0.5878
BTC,20-Jan-23,1.6736E+12,2023/1/13 9:00,18844.77,18864.11,0.3655,0.4394,0.4293,0.3782,0.3814
BTC,20-Jan-23,1.67369E+12,2023/1/14 9:00,21004.69,21054.5,0.5804,0.7883,0.6738,0.6353,0.6009
BTC,20-Jan-23,1.67377E+12,2023/1/15 9:00,20623.79,20652.92,0.6462,0.8235,0.7074,0.7037,0.6498
BTC,20-Jan-23,1.67386E+12,2023/1/16 9:00,20756.37,20779.54,0.6736,0.8289,0.7163,0.7294,0.6717
BTC,20-Jan-23,1.67395E+12,2023/1/17 9:00,21200.59,21210.21,0.5821,0.697,0.6444,0.6251,0.5884
BTC,20-Jan-23,1.67403E+12,2023/1/18 9:00,21248.05,21243.62,0.5283,0.6507,0.5827,0.5607,0.5368
BTC,20-Jan-23,1.67412E+12,2023/1/19 9:00,20768.69,20762.04,0.4645,0.5194,0.5693,0.461,0.5001
BTC,27-Jan-23,1.67421E+12,2023/1/20 9:00,20950.03,20965.7,0.424,0.5317,0.4842,0.4475,0.4339
BTC,27-Jan-23,1.67429E+12,2023/1/21 9:00,22711.32,22780.91,0.5649,0.8003,0.5751,0.6568,0.5404
BTC,27-Jan-23,1.67438E+12,2023/1/22 9:00,22913.77,22937.63,0.5533,0.6677,0.587,0.5962,0.5533
BTC,27-Jan-23,1.67446E+12,2023/1/23 9:00,22721.3,22732.86,0.5173,0.6494,0.6177,0.5478,0.5355
BTC,27-Jan-23,1.67455E+12,2023/1/24 9:00,23060.56,23079.69,0.617,0.8098,0.6887,0.701,0.6148
BTC,27-Jan-23,1.67464E+12,2023/1/25 9:00,22666.47,22674.29,0.4858,0.5706,0.6046,0.5108,0.5109
BTC,27-Jan-23,1.67472E+12,2023/1/26 9:00,23003.32,22998.83,0.4639,0.6513,0.5841,0.5196,0.5038
BTC,3-Feb-23,1.67481E+12,2023/1/27 9:00,22968.94,22995.53,0.5338,0.6699,0.6042,0.5769,0.5428
BTC,3-Feb-23,1.6749E+12,2023/1/28 9:00,22986.17,23013.11,0.4834,0.6243,0.5375,0.5351,0.4821
BTC,3-Feb-23,1.67498E+12,2023/1/29 9:00,23177.57,23202.2,0.4918,0.6397,0.5506,0.5405,0.4896
BTC,3-Feb-23,1.67507E+12,2023/1/30 9:00,23550.63,23566.71,0.632,0.7139,0.7455,0.6605,0.6552
BTC,3-Feb-23,1.67516E+12,2023/1/31 9:00,22909.84,22911.16,0.5575,0.643,0.6525,0.5785,0.5823
BTC,3-Feb-23,1.67524E+12,2023/2/1 9:00,22982.66,22999.35,0.6446,0.7904,0.787,0.6797,0.6832
BTC,3-Feb-23,1.67533E+12,2023/2/2 9:00,23805.9,23832.47,0.4803,0.62,0.5373,0.5325,0.4844
BTC,10-Feb-23,1.67541E+12,2023/2/3 9:00,23421.95,23460.62,0.5068,0.6059,0.6003,0.5413,0.526
BTC,10-Feb-23,1.6755E+12,2023/2/4 9:00,23302.99,23327.42,0.4626,0.5067,0.507,0.4819,0.4863
BTC,10-Feb-23,1.67559E+12,2023/2/5 9:00,23400.11,23430,0.4677,0.5143,0.5439,0.4851,0.4975
BTC,10-Feb-23,1.67567E+12,2023/2/6 9:00,22867.22,22880.12,0.4472,0.5057,0.527,0.4572,0.4662
BTC,10-Feb-23,1.67576E+12,2023/2/7 9:00,22874.62,22883.55,0.4182,0.4781,0.5213,0.4212,0.4603
BTC,10-Feb-23,1.67585E+12,2023/2/8 9:00,23206.55,23214.96,0.4452,0.5481,0.5447,0.4757,0.4647
BTC,10-Feb-23,1.67593E+12,2023/2/9 9:00,22722.67,22729.97,0.3577,0.4177,0.443,0.3643,0.3919
BTC,17-Feb-23,1.67602E+12,2023/2/10 9:00,21897.41,21916.81,0.4408,0.4881,0.5242,0.4387,0.463
BTC,17-Feb-23,1.67611E+12,2023/2/11 9:00,21692.54,21702.85,0.4061,0.4514,0.5014,0.4023,0.4337
BTC,17-Feb-23,1.67619E+12,2023/2/12 9:00,21810.84,21817.38,0.3958,0.4597,0.502,0.3993,0.4255
BTC,17-Feb-23,1.67628E+12,2023/2/13 9:00,21734.01,21731.47,0.4585,0.5341,0.5355,0.4672,0.4814
BTC,17-Feb-23,1.67637E+12,2023/2/14 9:00,21711.15,21711.85,0.52,0.5906,0.6868,0.5277,0.5666
BTC,17-Feb-23,1.67645E+12,2023/2/15 9:00,22106.37,22097.79,0.3864,0.4596,0.4434,0.4003,0.4067
BTC,17-Feb-23,1.67654E+12,2023/2/16 9:00,24578.94,24604.48,0.5217,0.6579,0.6334,0.543,0.5481
BTC,24-Feb-23,1.67662E+12,2023/2/17 9:00,23795.09,23834.99,0.5045,0.5809,0.6135,0.5214,0.5317
BTC,24-Feb-23,1.67671E+12,2023/2/18 9:00,24593.28,24662.7,0.5668,0.6916,0.6268,0.6181,0.5711
BTC,24-Feb-23,1.6768E+12,2023/2/19 9:00,24574.54,24620.14,0.5359,0.6529,0.6121,0.5879,0.5498
BTC,24-Feb-23,1.67688E+12,2023/2/20 9:00,24461.41,24495.92,0.5732,0.7286,0.6317,0.6309,0.5747
BTC,24-Feb-23,1.67697E+12,2023/2/21 9:00,24690.7,24713.05,0.593,0.6715,0.6963,0.6079,0.6185
BTC,24-Feb-23,1.67706E+12,2023/2/22 9:00,23967.78,23988.2,0.5422,0.6414,0.6627,0.569,0.5813
BTC,24-Feb-23,1.67714E+12,2023/2/23 9:00,24408.85,24416.23,0.4746,0.6114,0.5298,0.5224,0.4821
BTC,3-Mar-23,1.67723E+12,2023/2/24 9:00,23903.81,23927.55,0.4539,0.5187,0.5286,0.4745,0.4761
BTC,3-Mar-23,1.67732E+12,2023/2/25 9:00,23104.14,23120.47,0.3879,0.4592,0.4211,0.4057,0.3951
BTC,3-Mar-23,1.6774E+12,2023/2/26 9:00,23157.62,23180.26,0.4368,0.4902,0.4793,0.4501,0.449
BTC,3-Mar-23,1.67749E+12,2023/2/27 9:00,23360.73,23375.46,0.4333,0.5111,0.5078,0.4556,0.4525
BTC,3-Mar-23,1.67757E+12,2023/2/28 9:00,23266.72,23277.98,0.4218,0.4871,0.4852,0.4335,0.445
BTC,3-Mar-23,1.67766E+12,2023/3/1 9:00,23871.35,23890.47,0.4615,0.5593,0.5481,0.4895,0.488
BTC,3-Mar-23,1.67775E+12,2023/3/2 9:00,23446.86,23450.83,0.4156,0.4818,0.4826,0.4337,0.4392
BTC,10-Mar-23,1.67783E+12,2023/3/3 9:00,22434.04,22439.96,0.4482,0.506,0.5505,0.4587,0.4757
BTC,10-Mar-23,1.67792E+12,2023/3/4 9:00,22345.06,22355.09,0.3851,0.4568,0.503,0.3992,0.4113
BTC,10-Mar-23,1.67801E+12,2023/3/5 9:00,22345.93,22352,0.4237,0.4821,0.5377,0.4311,0.459
BTC,10-Mar-23,1.67809E+12,2023/3/6 9:00,22414.95,22411.37,0.4409,0.4701,0.5368,0.4455,0.4675
BTC,10-Mar-23,1.67818E+12,2023/3/7 9:00,22420.9,22419.43,0.4109,0.4884,0.4932,0.4216,0.4406
BTC,10-Mar-23,1.67827E+12,2023/3/8 9:00,21991.48,21996.61,0.4211,0.4306,0.5704,0.4011,0.4947
BTC,10-Mar-23,1.67835E+12,2023/3/9 9:00,21677.47,21679.2,0.3941,0.382,0.4838,0.3778,0.4337
BTC,17-Mar-23,1.67844E+12,2023/3/10 9:00,19956.83,19953.24,0.5331,0.5287,0.7684,0.5082,0.6093
BTC,17-Mar-23,1.67853E+12,2023/3/11 9:00,20167.43,20143.97,0.6166,0.6049,0.9591,0.5774,0.7252
BTC,17-Mar-23,1.67861E+12,2023/3/12 9:00,20559.72,20481.96,0.5528,0.565,0.8536,0.526,0.641
BTC,17-Mar-23,1.6787E+12,2023/3/13 9:00,22259.9,22245.27,0.6771,0.7734,0.8864,0.6999,0.7338
BTC,17-Mar-23,1.67878E+12,2023/3/14 9:00,24350.44,24333.32,0.6798,0.7986,0.8294,0.7117,0.7096
BTC,17-Mar-23,1.67887E+12,2023/3/15 9:00,24873.72,24891.74,0.6943,0.8129,0.837,0.7241,0.723
BTC,17-Mar-23,1.67896E+12,2023/3/16 9:00,24653.64,24626.72,0.6099,0.719,0.6548,0.6517,0.6322
BTC,24-Mar-23,1.67904E+12,2023/3/17 9:00,26065.49,26060.8,0.6821,0.8271,0.7569,0.7199,0.6903
BTC,24-Mar-23,1.67913E+12,2023/3/18 9:00,27273.95,27302.97,0.7026,0.8894,0.7738,0.7769,0.6936
BTC,24-Mar-23,1.67922E+12,2023/3/19 9:00,27057.82,27055.82,0.7034,0.8868,0.7723,0.7658,0.7015
BTC,24-Mar-23,1.6793E+12,2023/3/20 9:00,28414.85,28435.49,0.8714,1.0753,0.9371,0.9386,0.8664
BTC,24-Mar-23,1.67939E+12,2023/3/21 9:00,27738.74,27724.51,0.744,0.9103,0.8095,0.7981,0.7499
BTC,24-Mar-23,1.67948E+12,2023/3/22 9:00,28147.05,28142.88,0.8972,1.1333,0.9593,0.9796,0.8886
BTC,24-Mar-23,1.67956E+12,2023/3/23 9:00,27716.06,27715.47,0.5405,0.6922,0.6079,0.5592,0.5481
BTC,31-Mar-23,1.67965E+12,2023/3/24 9:00,28074.3,28096.91,0.6098,0.7172,0.6738,0.6446,0.6182
BTC,31-Mar-23,1.67973E+12,2023/3/25 9:00,27457.21,27471.92,0.5424,0.6516,0.6205,0.5654,0.5577
BTC,31-Mar-23,1.67982E+12,2023/3/26 9:00,27689.15,27703.38,0.6028,0.7053,0.6771,0.6256,0.6162
BTC,31-Mar-23,1.67991E+12,2023/3/27 9:00,27869.63,27868.27,0.5903,0.6849,0.7052,0.6132,0.6138
BTC,31-Mar-23,1.67999E+12,2023/3/28 9:00,27023.92,27027.62,0.568,0.6192,0.6953,0.5701,0.605
BTC,31-Mar-23,1.68008E+12,2023/3/29 9:00,28517.94,28537.97,0.6872,0.8132,0.7406,0.7349,0.6904
BTC,31-Mar-23,1.68017E+12,2023/3/30 9:00,28584.8,28590.68,0.6272,0.7604,0.6487,0.6837,0.6158
BTC,7-Apr-23,1.68025E+12,2023/3/31 9:00,27808.11,27850.47,0.5319,0.6412,0.6094,0.5622,0.5494
BTC,7-Apr-23,1.68034E+12,2023/4/1 9:00,28454.19,28504.91,0.5236,0.6802,0.5816,0.5777,0.5209
BTC,7-Apr-23,1.68043E+12,2023/4/2 9:00,28394,28427.46,0.5483,0.6904,0.6001,0.5931,0.5527
BTC,7-Apr-23,1.68051E+12,2023/4/3 9:00,28355.25,28377.98,0.5775,0.7002,0.643,0.6172,0.5868
BTC,7-Apr-23,1.6806E+12,2023/4/4 9:00,28108.23,28122.19,0.5309,0.6134,0.6164,0.5534,0.558
BTC,7-Apr-23,1.68069E+12,2023/4/5 9:00,28555.19,28578.51,0.5179,0.6249,0.5475,0.5468,0.5204
BTC,7-Apr-23,1.68077E+12,2023/4/6 9:00,27959.05,27964.35,0.4971,0.537,0.5942,0.5111,0.5365
BTC,14-Apr-23,1.68086E+12,2023/4/7 9:00,27829.27,27855.97,0.5012,0.5325,0.5509,0.5157,0.5166
BTC,14-Apr-23,1.68094E+12,2023/4/8 9:00,28049.58,28056.36,0.4602,0.5029,0.4951,0.4748,0.468
BTC,14-Apr-23,1.68103E+12,2023/4/9 9:00,27908.68,27900.06,0.5593,0.574,0.6131,0.5645,0.5816
BTC,14-Apr-23,1.68112E+12,2023/4/10 9:00,28312.42,28322.53,0.5522,0.6141,0.6085,0.5755,0.5662
BTC,14-Apr-23,1.6812E+12,2023/4/11 9:00,30120.66,30150.05,0.6633,0.7273,0.7065,0.6891,0.6589
BTC,14-Apr-23,1.68129E+12,2023/4/12 9:00,29941.92,29956.76,0.6387,0.7057,0.6957,0.6731,0.6414
BTC,14-Apr-23,1.68138E+12,2023/4/13 9:00,30232.07,30244.11,0.5409,0.6363,0.5866,0.5619,0.5555
BTC,21-Apr-23,1.68146E+12,2023/4/14 9:00,30755.02,30793.03,0.5052,0.5926,0.5358,0.5408,0.5027
BTC,21-Apr-23,1.68155E+12,2023/4/15 9:00,30418.97,30448.56,0.3999,0.4975,0.4688,0.4245,0.4125
BTC,21-Apr-23,1.68164E+12,2023/4/16 9:00,30360.84,30386.33,0.4269,0.5118,0.4758,0.4538,0.4297
BTC,21-Apr-23,1.68172E+12,2023/4/17 9:00,29925.35,29939.28,0.4774,0.5344,0.5267,0.4974,0.4883
BTC,21-Apr-23,1.68181E+12,2023/4/18 9:00,29724.3,29737.36,0.4441,0.5247,0.4898,0.4699,0.4429
BTC,21-Apr-23,1.68189E+12,2023/4/19 9:00,29174.71,29180.37,0.5368,0.5911,0.5982,0.5546,0.5543
BTC,21-Apr-23,1.68198E+12,2023/4/20 9:00,28833.93,28839,0.4479,0.5552,0.5371,0.4709,0.4744
BTC,28-Apr-23,1.68207E+12,2023/4/21 9:00,28075.55,28086.9,0.4387,0.4865,0.5671,0.4464,0.471
