currency,volExpiry,timestamp,data,indexPrice,underlyingPrice,volATM,vol10C,vol10P,vol25C,vol25P
BTC,3-Nov-23,1.69874E+12,2023/10/31 9:00,34412.83,34444.79,0.4953,0.6163,0.5122,0.5396,0.4757
BTC,3-Nov-23,1.69883E+12,2023/11/1 9:00,34450.26,34474.85,0.4789,0.6093,0.4977,0.5293,0.4613
BTC,3-Nov-23,1.69892E+12,2023/11/2 9:00,35334.57,35359.93,0.5567,0.7311,0.5745,0.6165,0.534
BTC,10-Nov-23,1.699E+12,2023/11/3 9:00,34438.59,34546.33,0.4489,0.5845,0.5097,0.4998,0.4411
BTC,10-Nov-23,1.69909E+12,2023/11/4 9:00,34873.23,34952.54,0.4405,0.5923,0.4733,0.4935,0.4297
BTC,10-Nov-23,1.69917E+12,2023/11/5 9:00,35058.08,35150.34,0.4836,0.6342,0.4975,0.5475,0.4594
BTC,10-Nov-23,1.69926E+12,2023/11/6 9:00,34978.79,35059.83,0.4842,0.6205,0.5119,0.5369,0.463
BTC,10-Nov-23,1.69935E+12,2023/11/7 9:00,34921.05,34962.75,0.4347,0.5626,0.4519,0.4855,0.4131
BTC,10-Nov-23,1.69943E+12,2023/11/8 9:00,35310.8,35322.04,0.5017,0.6402,0.5105,0.5536,0.4727
BTC,10-Nov-23,1.69952E+12,2023/11/9 9:00,36692.09,36706.98,0.5415,0.7581,0.5508,0.6132,0.5077
BTC,17-Nov-23,1.69961E+12,2023/11/10 9:00,36524.05,36637.37,0.5213,0.6763,0.529,0.5889,0.4902
BTC,17-Nov-23,1.69969E+12,2023/11/11 9:00,36995.55,37056.32,0.4944,0.6466,0.5147,0.5515,0.4736
BTC,17-Nov-23,1.69978E+12,2023/11/12 9:00,37113.67,37189.09,0.5096,0.6368,0.5481,0.5629,0.4915
BTC,17-Nov-23,1.69987E+12,2023/11/13 9:00,37043.33,37093.86,0.5233,0.6379,0.5651,0.5672,0.5121
BTC,17-Nov-23,1.69995E+12,2023/11/14 9:00,36747.14,36783.34,0.4921,0.6303,0.551,0.5382,0.4892
BTC,17-Nov-23,1.70004E+12,2023/11/15 9:00,35806.27,35850.21,0.4768,0.6123,0.5215,0.5284,0.4601
BTC,17-Nov-23,1.70013E+12,2023/11/16 9:00,37324.69,37339.62,0.5419,0.7157,0.5552,0.5942,0.5224
BTC,24-Nov-23,1.70021E+12,2023/11/17 9:00,36407.89,36455.25,0.5007,0.6539,0.5626,0.549,0.5039
BTC,24-Nov-23,1.7003E+12,2023/11/18 9:00,36459.48,36512.16,0.4298,0.5463,0.4934,0.4665,0.4318
BTC,24-Nov-23,1.70038E+12,2023/11/19 9:00,36646.16,36665.29,0.4238,0.5459,0.4938,0.4587,0.4283
BTC,24-Nov-23,1.70047E+12,2023/11/20 9:00,37136.85,37174.75,0.4593,0.6011,0.5027,0.5048,0.455
BTC,24-Nov-23,1.70056E+12,2023/11/21 9:00,37419.6,37422.41,0.4636,0.6083,0.5069,0.5146,0.4508
BTC,24-Nov-23,1.70064E+12,2023/11/22 9:00,36565.18,36574.54,0.4352,0.5378,0.531,0.4606,0.4503
BTC,24-Nov-23,1.70073E+12,2023/11/23 9:00,37509.43,37528.19,0.4661,0.6204,0.5011,0.5157,0.452
BTC,1-Dec-23,1.70082E+12,2023/11/24 9:00,37454.67,37527.37,0.4359,0.5569,0.4515,0.4843,0.415
BTC,1-Dec-23,1.7009E+12,2023/11/25 9:00,37791.3,37854.48,0.4322,0.5365,0.4363,0.4743,0.41
BTC,1-Dec-23,1.70099E+12,2023/11/26 9:00,37791.79,37863.09,0.445,0.5479,0.4462,0.4858,0.4274
BTC,1-Dec-23,1.70108E+12,2023/11/27 9:00,37344.13,37408.71,0.4631,0.5961,0.4845,0.5119,0.4487
BTC,1-Dec-23,1.70116E+12,2023/11/28 9:00,36942.84,36964.13,0.4021,0.5329,0.4375,0.4428,0.3967
BTC,1-Dec-23,1.70125E+12,2023/11/29 9:00,38361.38,38404.69,0.4852,0.6079,0.478,0.5305,0.461
BTC,1-Dec-23,1.70133E+12,2023/11/30 9:00,37669.33,37688.9,0.4218,0.5467,0.4525,0.4601,0.4108
BTC,8-Dec-23,1.70142E+12,2023/12/1 9:00,38333.25,38433.18,0.4306,0.5296,0.4379,0.4672,0.4163
BTC,8-Dec-23,1.70151E+12,2023/12/2 9:00,38734.94,38809.47,0.4015,0.4756,0.4024,0.428,0.392
BTC,8-Dec-23,1.70159E+12,2023/12/3 9:00,39418.57,39505.35,0.4426,0.5681,0.4581,0.4818,0.4347
BTC,8-Dec-23,1.70168E+12,2023/12/4 9:00,41700.54,41792.4,0.5059,0.5949,0.5239,0.5399,0.4984
BTC,8-Dec-23,1.70177E+12,2023/12/5 9:00,41617.02,41678.03,0.4655,0.5348,0.5443,0.4813,0.481
BTC,8-Dec-23,1.70185E+12,2023/12/6 9:00,43825.65,43841.47,0.5092,0.6229,0.6238,0.5339,0.5236
BTC,8-Dec-23,1.70194E+12,2023/12/7 9:00,43596.2,43595.77,0.4159,0.4713,0.4936,0.424,0.4404
BTC,15-Dec-23,1.70203E+12,2023/12/8 9:00,43218.58,43306.02,0.4385,0.5541,0.5122,0.463,0.4541
BTC,15-Dec-23,1.70211E+12,2023/12/9 9:00,43858.83,43939.27,0.4301,0.5471,0.4926,0.4584,0.4406
BTC,15-Dec-23,1.7022E+12,2023/12/10 9:00,43781.15,43849.68,0.4554,0.5584,0.5378,0.4785,0.4727
BTC,15-Dec-23,1.70229E+12,2023/12/11 9:00,42227.42,42286.83,0.5324,0.5896,0.6662,0.5365,0.5707
BTC,15-Dec-23,1.70237E+12,2023/12/12 9:00,42025.29,42069.18,0.4621,0.5097,0.579,0.4648,0.4966
BTC,15-Dec-23,1.70246E+12,2023/12/13 9:00,41237.47,41271.39,0.4979,0.5369,0.6366,0.4981,0.5391
BTC,15-Dec-23,1.70254E+12,2023/12/14 9:00,42782.55,42800.84,0.4025,0.4693,0.5093,0.4127,0.4268
BTC,22-Dec-23,1.70263E+12,2023/12/15 9:00,42885.35,42991.94,0.4183,0.4714,0.4881,0.4293,0.4357
BTC,22-Dec-23,1.70272E+12,2023/12/16 9:00,42153.42,42258.86,0.3614,0.4167,0.432,0.3736,0.376
BTC,22-Dec-23,1.7028E+12,2023/12/17 9:00,41851.43,41947.04,0.4087,0.4756,0.4952,0.4215,0.4296
BTC,22-Dec-23,1.70289E+12,2023/12/18 9:00,41153.95,41193.75,0.4669,0.4972,0.552,0.4691,0.4911
BTC,22-Dec-23,1.70298E+12,2023/12/19 9:00,43078.34,43112.69,0.4453,0.537,0.4812,0.474,0.4467
BTC,22-Dec-23,1.70306E+12,2023/12/20 9:00,42775.06,42800.22,0.407,0.503,0.4522,0.4329,0.4104
BTC,22-Dec-23,1.70315E+12,2023/12/21 9:00,43682.33,43717.29,0.4455,0.5452,0.5074,0.4701,0.4494
BTC,29-Dec-23,1.70324E+12,2023/12/22 9:00,43620.07,43773.95,0.45,0.5653,0.4818,0.488,0.4457
BTC,29-Dec-23,1.70332E+12,2023/12/23 9:00,43648.14,43758.73,0.3974,0.5084,0.4441,0.4292,0.3995
BTC,29-Dec-23,1.70341E+12,2023/12/24 9:00,43651.49,43774.75,0.4249,0.4999,0.4623,0.451,0.4244
BTC,29-Dec-23,1.70349E+12,2023/12/25 9:00,43130.97,43251.88,0.3935,0.4962,0.4723,0.4194,0.4062
BTC,29-Dec-23,1.70358E+12,2023/12/26 9:00,42703.68,42846.31,0.4248,0.5401,0.4819,0.4545,0.4329
BTC,29-Dec-23,1.70367E+12,2023/12/27 9:00,42720.65,42794.33,0.4537,0.5481,0.5222,0.4768,0.4646
BTC,29-Dec-23,1.70375E+12,2023/12/28 9:00,42944.94,43036.18,0.4663,0.5584,0.5906,0.4868,0.4941
BTC,5-Jan-24,1.70384E+12,2023/12/29 9:00,42497.58,42668.08,0.4647,0.5201,0.5428,0.475,0.4858
BTC,5-Jan-24,1.70393E+12,2023/12/30 9:00,41584.58,41801.48,0.4768,0.5354,0.5333,0.4902,0.4912
BTC,5-Jan-24,1.70401E+12,2023/12/31 9:00,42454.52,42707.14,0.5135,0.5887,0.5347,0.5396,0.5099
BTC,5-Jan-24,1.7041E+12,2024/1/1 9:00,42544.55,42735.04,0.5312,0.6031,0.5676,0.5574,0.5304
BTC,5-Jan-24,1.70419E+12,2024/1/2 9:00,45809.09,46018.64,0.6325,0.7764,0.6666,0.6738,0.6304
BTC,5-Jan-24,1.70427E+12,2024/1/3 9:00,45217.08,45291.6,0.522,0.6277,0.5561,0.5511,0.5248
BTC,5-Jan-24,1.70436E+12,2024/1/4 9:00,42882.47,42907.03,0.6131,0.6797,0.7364,0.624,0.6438
BTC,12-Jan-24,1.70445E+12,2024/1/5 9:00,43950.87,44115.18,0.7976,0.9263,0.8788,0.8318,0.8107
BTC,12-Jan-24,1.70453E+12,2024/1/6 9:00,43734.03,43825.12,0.7953,0.9378,0.8937,0.8337,0.8103
BTC,12-Jan-24,1.70462E+12,2024/1/7 9:00,44043.8,44120.31,0.8832,1.0403,1.0639,0.921,0.9211
BTC,12-Jan-24,1.7047E+12,2024/1/8 9:00,43889.68,43942.73,0.992,1.0796,1.2879,0.9918,1.0748
BTC,12-Jan-24,1.70479E+12,2024/1/9 9:00,46571.42,46666.6,0.8454,1.0025,1.0603,0.8752,0.8925
BTC,12-Jan-24,1.70488E+12,2024/1/10 9:00,45351.93,45410.95,0.9513,1.0497,1.4329,0.9557,1.0527
BTC,12-Jan-24,1.70496E+12,2024/1/11 9:00,46284.9,46312.6,0.651,0.8066,0.7684,0.6849,0.67
BTC,19-Jan-24,1.70505E+12,2024/1/12 9:00,45875.08,45949.66,0.5358,0.5636,0.7386,0.5257,0.5965
BTC,19-Jan-24,1.70514E+12,2024/1/13 9:00,43171.28,43249.11,0.5042,0.5869,0.6385,0.5086,0.5452
BTC,19-Jan-24,1.70522E+12,2024/1/14 9:00,42982.02,43040.96,0.5127,0.5527,0.6507,0.5082,0.5551
BTC,19-Jan-24,1.70531E+12,2024/1/15 9:00,42642.81,42707.41,0.5753,0.6003,0.737,0.5599,0.6296
BTC,19-Jan-24,1.7054E+12,2024/1/16 9:00,42967.9,43048.61,0.5538,0.5918,0.6687,0.5553,0.5868
BTC,19-Jan-24,1.70548E+12,2024/1/17 9:00,42696.61,42728.8,0.4705,0.4868,0.6024,0.4627,0.5169
BTC,19-Jan-24,1.70557E+12,2024/1/18 9:00,42697.07,42742.58,0.4049,0.413,0.5294,0.3927,0.4481
BTC,26-Jan-24,1.70565E+12,2024/1/19 9:00,41236.74,41307.97,0.4276,0.4481,0.5342,0.4152,0.4675
BTC,26-Jan-24,1.70574E+12,2024/1/20 9:00,41562.86,41649.86,0.4204,0.4638,0.5423,0.4173,0.4593
BTC,26-Jan-24,1.70583E+12,2024/1/21 9:00,41641.11,41716.28,0.455,0.4701,0.5399,0.4487,0.4828
BTC,26-Jan-24,1.70591E+12,2024/1/22 9:00,40914.98,40966.46,0.4791,0.534,0.5842,0.4845,0.5125
BTC,26-Jan-24,1.706E+12,2024/1/23 9:00,39420.78,39449.55,0.5214,0.5302,0.6451,0.5079,0.5629
BTC,26-Jan-24,1.70609E+12,2024/1/24 9:00,39925.3,39952.59,0.4672,0.5125,0.6123,0.4708,0.5017
BTC,26-Jan-24,1.70617E+12,2024/1/25 9:00,40052.79,40073.87,0.4255,0.4762,0.5677,0.4328,0.4544
BTC,2-Feb-24,1.70626E+12,2024/1/26 9:00,40111.36,40204.33,0.3838,0.4264,0.457,0.388,0.406
BTC,2-Feb-24,1.70635E+12,2024/1/27 9:00,41468.08,41519.36,0.369,0.4493,0.3934,0.3908,0.3709
BTC,2-Feb-24,1.70643E+12,2024/1/28 9:00,42493.33,42542.36,0.4302,0.5014,0.4573,0.4576,0.4285
BTC,2-Feb-24,1.70652E+12,2024/1/29 9:00,42111.7,42155.65,0.4216,0.4695,0.4762,0.4362,0.4352
BTC,2-Feb-24,1.70661E+12,2024/1/30 9:00,43420.64,43471.91,0.4424,0.5267,0.4824,0.4696,0.4453
BTC,2-Feb-24,1.70669E+12,2024/1/31 9:00,42959.13,43005.03,0.4687,0.5776,0.5066,0.4991,0.4701
BTC,2-Feb-24,1.70678E+12,2024/2/1 9:00,42196.92,42207.18,0.4237,0.4706,0.4658,0.4352,0.434
BTC,9-Feb-24,1.70686E+12,2024/2/2 9:00,42987.08,43064.5,0.3702,0.4137,0.411,0.38,0.3802
BTC,9-Feb-24,1.70695E+12,2024/2/3 9:00,43004.96,43065.67,0.3355,0.3758,0.3565,0.3483,0.3379
BTC,9-Feb-24,1.70704E+12,2024/2/4 9:00,42785.48,42812.69,0.3515,0.3927,0.3845,0.3619,0.3578
BTC,9-Feb-24,1.70712E+12,2024/2/5 9:00,42993.45,43048.96,0.382,0.4172,0.4421,0.3868,0.3996
BTC,9-Feb-24,1.70721E+12,2024/2/6 9:00,43020.74,43054.08,0.3579,0.4197,0.4083,0.3733,0.3692
BTC,9-Feb-24,1.7073E+12,2024/2/7 9:00,42913.91,42927.19,0.3214,0.3875,0.3633,0.3322,0.3344
BTC,9-Feb-24,1.70738E+12,2024/2/8 9:00,44711.9,44750.68,0.403,0.5166,0.4326,0.443,0.404
BTC,16-Feb-24,1.70747E+12,2024/2/9 9:00,46651.2,46732.93,0.41,0.4925,0.4509,0.4426,0.4146
BTC,16-Feb-24,1.70756E+12,2024/2/10 9:00,47127.94,47164.42,0.3752,0.4534,0.3953,0.4014,0.3734
BTC,16-Feb-24,1.70764E+12,2024/2/11 9:00,48157.23,48278.75,0.4496,0.5674,0.4594,0.4963,0.4348
BTC,16-Feb-24,1.70773E+12,2024/2/12 9:00,48120.59,48172.54,0.476,0.5735,0.4957,0.5087,0.4696
BTC,16-Feb-24,1.70781E+12,2024/2/13 9:00,50131.95,50207.69,0.5226,0.6332,0.5437,0.5666,0.5066
BTC,16-Feb-24,1.7079E+12,2024/2/14 9:00,50785.37,50821.6,0.4772,0.5743,0.4821,0.5094,0.4661
BTC,16-Feb-24,1.70799E+12,2024/2/15 9:00,51995.22,51982.17,0.5163,0.6636,0.5322,0.5593,0.5054
BTC,23-Feb-24,1.70807E+12,2024/2/16 9:00,51863.59,51990.02,0.4946,0.5833,0.5312,0.5216,0.498
BTC,23-Feb-24,1.70816E+12,2024/2/17 9:00,51757.54,51904.43,0.4702,0.5351,0.4943,0.4889,0.4727
BTC,23-Feb-24,1.70825E+12,2024/2/18 9:00,51800.89,51907.58,0.4959,0.5819,0.5235,0.5202,0.4979
BTC,23-Feb-24,1.70833E+12,2024/2/19 9:00,52119.67,52227.75,0.5233,0.6243,0.5568,0.5575,0.5202
BTC,23-Feb-24,1.70842E+12,2024/2/20 9:00,51774.6,51810.38,0.5176,0.5921,0.5428,0.5429,0.5158
BTC,23-Feb-24,1.70851E+12,2024/2/21 9:00,51669.99,51681.65,0.5147,0.5679,0.5802,0.5246,0.5319
BTC,23-Feb-24,1.70859E+12,2024/2/22 9:00,51880.82,51919.51,0.5406,0.6287,0.6189,0.5599,0.5564
BTC,1-Mar-24,1.70868E+12,2024/2/23 9:00,50950.61,51030,0.483,0.5178,0.5348,0.491,0.4967
BTC,1-Mar-24,1.70877E+12,2024/2/24 9:00,50978.25,51094.82,0.4556,0.4842,0.4966,0.4584,0.4683
BTC,1-Mar-24,1.70885E+12,2024/2/25 9:00,51605.05,51720.64,0.4891,0.5514,0.502,0.5071,0.4886
BTC,1-Mar-24,1.70894E+12,2024/2/26 9:00,51266.94,51292.11,0.5093,0.5547,0.5745,0.5156,0.5289
BTC,1-Mar-24,1.70902E+12,2024/2/27 9:00,56253.32,56349.1,0.595,0.6821,0.6614,0.6208,0.6082
BTC,1-Mar-24,1.70911E+12,2024/2/28 9:00,59501.45,59594.31,0.7742,0.8572,0.7554,0.8175,0.7495
BTC,1-Mar-24,1.7092E+12,2024/2/29 9:00,62795.1,62823.61,0.9263,1.0808,0.9133,0.9868,0.8988
BTC,8-Mar-24,1.70928E+12,2024/3/1 9:00,61959.75,62257.4,0.6183,0.7198,0.6327,0.6525,0.6103
BTC,8-Mar-24,1.70937E+12,2024/3/2 9:00,62015.14,62224,0.5849,0.688,0.5927,0.6211,0.5764
BTC,8-Mar-24,1.70946E+12,2024/3/3 9:00,61641.52,61866.25,0.6642,0.8023,0.6896,0.7117,0.6528
BTC,8-Mar-24,1.70954E+12,2024/3/4 9:00,65269.21,65666.63,0.8775,1.0425,0.8666,0.9462,0.8468
BTC,8-Mar-24,1.70963E+12,2024/3/5 9:00,66896.13,67132.68,0.8679,1.0419,0.879,0.9352,0.8458
BTC,8-Mar-24,1.70972E+12,2024/3/6 9:00,66928.66,67133.87,0.983,1.1523,0.9835,1.0499,0.9538
BTC,8-Mar-24,1.7098E+12,2024/3/7 9:00,66699.14,66763.78,0.7581,0.8812,0.7954,0.7905,0.7609
BTC,15-Mar-24,1.70989E+12,2024/3/8 9:00,67349.18,67653.72,0.6656,0.7676,0.6802,0.7062,0.6539
BTC,15-Mar-24,1.70997E+12,2024/3/9 9:00,68459.2,68698.27,0.6968,0.8053,0.7155,0.7354,0.6912
BTC,15-Mar-24,1.71006E+12,2024/3/10 9:00,69762.78,70108.64,0.7883,0.9311,0.7893,0.8392,0.7745
BTC,15-Mar-24,1.71015E+12,2024/3/11 9:00,71202.76,71684.53,0.9387,1.0966,0.9396,0.9965,0.9205
BTC,15-Mar-24,1.71023E+12,2024/3/12 9:00,71710.03,71858.47,0.7918,0.8958,0.8362,0.8311,0.7914
BTC,15-Mar-24,1.71032E+12,2024/3/13 9:00,73486.76,73648.25,0.7898,0.9048,0.8412,0.8308,0.7878
BTC,15-Mar-24,1.71041E+12,2024/3/14 9:00,73384.08,73480.81,0.611,0.7589,0.68,0.6496,0.6117
BTC,22-Mar-24,1.71049E+12,2024/3/15 9:00,67016.82,67270.46,0.7516,0.7682,0.9452,0.7326,0.8164
BTC,22-Mar-24,1.71058E+12,2024/3/16 9:00,69010.62,69347.03,0.7087,0.8111,0.8006,0.7402,0.7251
BTC,22-Mar-24,1.71067E+12,2024/3/17 9:00,66422.87,66796.87,0.7874,0.8465,0.9355,0.7954,0.828
BTC,22-Mar-24,1.71075E+12,2024/3/18 9:00,68003.74,68233.11,0.7563,0.8165,0.8716,0.7667,0.7883
BTC,22-Mar-24,1.71084E+12,2024/3/19 9:00,63399.43,63536.38,0.7509,0.7731,0.9302,0.7403,0.8079
BTC,22-Mar-24,1.71093E+12,2024/3/20 9:00,62673.16,62695.66,0.8388,0.8478,1.0514,0.8201,0.9131
BTC,22-Mar-24,1.71101E+12,2024/3/21 9:00,67295.85,67321.57,0.7656,0.8162,0.9067,0.7676,0.8115
BTC,29-Mar-24,1.7111E+12,2024/3/22 9:00,65859.02,65986.58,0.6715,0.698,0.7489,0.6706,0.6965
BTC,29-Mar-24,1.71118E+12,2024/3/23 9:00,64530.77,64634.39,0.6722,0.6971,0.7731,0.6719,0.7042
BTC,29-Mar-24,1.71127E+12,2024/3/24 9:00,65254.01,65384.79,0.6675,0.6825,0.7661,0.6613,0.699
BTC,29-Mar-24,1.71136E+12,2024/3/25 9:00,66939.09,67028.03,0.6888,0.7381,0.7729,0.698,0.7108
BTC,29-Mar-24,1.71144E+12,2024/3/26 9:00,70720.57,70791.76,0.6756,0.76,0.7529,0.7019,0.6837
BTC,29-Mar-24,1.71153E+12,2024/3/27 9:00,69557.69,69560.61,0.6238,0.6823,0.6868,0.6385,0.6353
BTC,29-Mar-24,1.71162E+12,2024/3/28 9:00,70556.28,70590.82,0.6241,0.6596,0.7922,0.621,0.6677
BTC,5-Apr-24,1.7117E+12,2024/3/29 9:00,69951.87,70199.81,0.6128,0.6329,0.6809,0.6107,0.6353
BTC,5-Apr-24,1.71179E+12,2024/3/30 9:00,69997.31,70332.27,0.5536,0.5936,0.601,0.562,0.5661
BTC,5-Apr-24,1.71188E+12,2024/3/31 9:00,70285.43,70717.43,0.6281,0.7194,0.6488,0.6587,0.6259
BTC,5-Apr-24,1.71196E+12,2024/4/1 9:00,69435.23,69667.38,0.6805,0.7404,0.7238,0.6974,0.6896
BTC,5-Apr-24,1.71205E+12,2024/4/2 9:00,66277.6,66385.58,0.6801,0.706,0.7685,0.6796,0.71
BTC,5-Apr-24,1.71213E+12,2024/4/3 9:00,66548.94,66592.69,0.6708,0.6802,0.7558,0.6672,0.6941
BTC,5-Apr-24,1.71222E+12,2024/4/4 9:00,66215.96,66246.37,0.5461,0.5833,0.6382,0.5502,0.5699
BTC,12-Apr-24,1.71231E+12,2024/4/5 9:00,67149.98,67308.01,0.6283,0.6645,0.7278,0.6281,0.6607
BTC,12-Apr-24,1.71239E+12,2024/4/6 9:00,68047.75,68177.68,0.6091,0.6478,0.6684,0.6166,0.6258
BTC,12-Apr-24,1.71248E+12,2024/4/7 9:00,69486.55,69648.08,0.6463,0.7269,0.7011,0.6678,0.6571
BTC,12-Apr-24,1.71257E+12,2024/4/8 9:00,71975.59,72252.65,0.7743,0.8797,0.8074,0.8152,0.771
BTC,12-Apr-24,1.71265E+12,2024/4/9 9:00,70549.96,70571.17,0.6642,0.7395,0.7264,0.691,0.6695
BTC,12-Apr-24,1.71274E+12,2024/4/10 9:00,69014.01,69051.95,0.6697,0.7105,0.7623,0.6747,0.6966
BTC,12-Apr-24,1.71283E+12,2024/4/11 9:00,71044.54,71072.52,0.5826,0.6493,0.6752,0.5969,0.6021
BTC,19-Apr-24,1.71291E+12,2024/4/12 9:00,70779.21,71061.89,0.5895,0.6264,0.6674,0.5952,0.6119
BTC,19-Apr-24,1.713E+12,2024/4/13 9:00,67209.2,67245.58,0.6289,0.6717,0.7338,0.6332,0.6596
BTC,19-Apr-24,1.71309E+12,2024/4/14 9:00,64580.23,64575.4,0.7945,0.8435,0.9858,0.7907,0.8525
BTC,19-Apr-24,1.71317E+12,2024/4/15 9:00,66343.67,66351.38,0.7487,0.7982,0.869,0.7547,0.7843
BTC,19-Apr-24,1.71326E+12,2024/4/16 9:00,63314.64,63324.94,0.782,0.7679,1.0511,0.7531,0.8666
BTC,19-Apr-24,1.71334E+12,2024/4/17 9:00,63354.99,63369.46,0.6331,0.6252,0.8806,0.6088,0.7158
BTC,19-Apr-24,1.71343E+12,2024/4/18 9:00,61360.54,61322.91,0.7166,0.7003,1.0238,0.6854,0.8141
BTC,26-Apr-24,1.71352E+12,2024/4/19 9:00,64667.72,64668.57,0.7246,0.7751,0.8897,0.7269,0.774
BTC,26-Apr-24,1.7136E+12,2024/4/20 9:00,63757.58,63717.72,0.6567,0.7108,0.7768,0.6621,0.6916
BTC,26-Apr-24,1.71369E+12,2024/4/21 9:00,64970.87,64986.46,0.6959,0.7869,0.7805,0.7191,0.7152
BTC,26-Apr-24,1.71378E+12,2024/4/22 9:00,65989.79,66077.12,0.7176,0.7831,0.8007,0.7302,0.7395
BTC,26-Apr-24,1.71386E+12,2024/4/23 9:00,66232.99,66229.02,0.6454,0.6936,0.7458,0.6553,0.6712
BTC,26-Apr-24,1.71395E+12,2024/4/24 9:00,66534.78,66551.48,0.6106,0.6425,0.6866,0.6141,0.6327
BTC,26-Apr-24,1.71404E+12,2024/4/25 9:00,63927.69,63901.62,0.5279,0.5701,0.7088,0.5267,0.5829
BTC,3-May-24,1.71412E+12,2024/4/26 9:00,64396.42,64479.56,0.4863,0.5083,0.5899,0.4844,0.518
BTC,3-May-24,1.71421E+12,2024/4/27 9:00,62983.77,63033.07,0.4751,0.507,0.5945,0.4741,0.5104
BTC,3-May-24,1.71429E+12,2024/4/28 9:00,63674.27,63737.94,0.5092,0.6099,0.5794,0.5396,0.5211
BTC,3-May-24,1.71438E+12,2024/4/29 9:00,62405.31,62422.3,0.5405,0.6326,0.6716,0.5575,0.5711
BTC,3-May-24,1.71447E+12,2024/4/30 9:00,61902.84,61906.35,0.5293,0.6123,0.7071,0.5334,0.5776
BTC,3-May-24,1.71455E+12,2024/5/1 9:00,57039.47,57059.39,0.7879,0.814,1.0775,0.7731,0.8795
BTC,3-May-24,1.71464E+12,2024/5/2 9:00,57802.72,57801.01,0.5391,0.5456,0.7833,0.5234,0.6152
BTC,10-May-24,1.71473E+12,2024/5/3 9:00,59231.71,59317.46,0.5056,0.5351,0.6232,0.5054,0.5408
BTC,10-May-24,1.71481E+12,2024/5/4 9:00,63179.44,63321.92,0.51,0.5881,0.5645,0.5356,0.5171
BTC,10-May-24,1.7149E+12,2024/5/5 9:00,63684.37,63792.46,0.5272,0.599,0.5799,0.5511,0.5345
BTC,10-May-24,1.71499E+12,2024/5/6 9:00,65155.2,65271.7,0.5674,0.6329,0.6011,0.5887,0.571
BTC,10-May-24,1.71507E+12,2024/5/7 9:00,64234.61,64301.42,0.4842,0.5495,0.5331,0.5055,0.4912
BTC,10-May-24,1.71516E+12,2024/5/8 9:00,62371.58,62403.79,0.4652,0.4954,0.5803,0.4647,0.5002
BTC,10-May-24,1.71525E+12,2024/5/9 9:00,61285.02,61295.85,0.4711,0.4852,0.6341,0.4621,0.5232
